Accession,GenBank_RefSeq,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
OQ924214.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H290/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,9/17/2022,5/4/2023
OQ924237.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H364/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,10/1/2022,5/4/2023
OQ924248.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H385/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,10/4/2022,5/4/2023
OQ924280.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_SOTF_EA_17/2022, complete genome",29690,complete,Djibouti,Djibouti,Homo sapiens,9/12/2022,5/4/2023
OQ788194.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/MTMC_27_305/2021, complete genome",29698,complete,Kenya: Kenya,Kenya,Homo sapiens,11/26/2021,4/10/2023
OQ352720.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11386/2021, complete genome",29793,complete,Kenya,Kenya,Homo sapiens,12/20/2021,1/31/2023
OQ352771.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11425/2021, complete genome",29772,complete,Kenya,Kenya,Homo sapiens,12/25/2021,1/31/2023
OQ061280.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C120607/2022, complete genome",29764,complete,Kenya,Kenya,Homo sapiens,11/29/2022,12/16/2022
OQ050299.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV11-1/2020, complete genome",29846,complete,Nigeria,Nigeria,Homo sapiens,3/29/2020,12/15/2022
OQ050325.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV12-1/2020, complete genome",29814,complete,Nigeria,Nigeria,Homo sapiens,3/29/2020,12/15/2022
OQ050379.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV153/2020, complete genome",29848,complete,Nigeria,Nigeria,Homo sapiens,6/9/2020,12/15/2022
OQ050444.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV263/2020, complete genome",29898,complete,Nigeria,Nigeria,Homo sapiens,5/14/2020,12/15/2022
OQ050530.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV367/2020, complete genome",29845,complete,Nigeria,Nigeria,Homo sapiens,4/25/2020,12/15/2022
OQ050535.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV374/2020, complete genome",29860,complete,Nigeria,Nigeria,Homo sapiens,5/16/2020,12/15/2022
OQ050616.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV578/2020, complete genome",29821,complete,Nigeria,Nigeria,Homo sapiens,12/4/2020,12/15/2022
OQ050617.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV579/2020, complete genome",29833,complete,Nigeria,Nigeria,Homo sapiens,12/6/2020,12/15/2022
OQ050711.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV700/2021, complete genome",29783,complete,Nigeria,Nigeria,Homo sapiens,1/7/2021,12/15/2022
OQ050881.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV1968/2021, complete genome",29842,complete,Nigeria,Nigeria,Homo sapiens,7/2/2021,12/15/2022
OQ050928.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2275/2021, complete genome",29842,complete,Nigeria,Nigeria,Homo sapiens,8/9/2021,12/15/2022
OQ051057.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2412/2021, complete genome",29824,complete,Nigeria,Nigeria,Homo sapiens,8/9/2021,12/15/2022
OQ051066.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2421/2021, complete genome",29844,complete,Nigeria,Nigeria,Homo sapiens,8/10/2021,12/15/2022
OQ051129.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2489/2021, complete genome",29844,complete,Nigeria,Nigeria,Homo sapiens,7/27/2021,12/15/2022
OQ051210.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2572/2021, complete genome",29806,complete,Nigeria,Nigeria,Homo sapiens,8/12/2021,12/15/2022
OQ051242.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2605/2021, complete genome",29835,complete,Nigeria,Nigeria,Homo sapiens,8/18/2021,12/15/2022
OQ051247.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2610/2021, complete genome",29839,complete,Nigeria,Nigeria,Homo sapiens,8/20/2021,12/15/2022
OQ051326.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2693/2021, complete genome",29842,complete,Nigeria,Nigeria,Homo sapiens,8/26/2021,12/15/2022
OQ051337.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2704/2021, complete genome",29841,complete,Nigeria,Nigeria,Homo sapiens,8/4/2021,12/15/2022
OQ051827.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3490/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,8/10/2021,12/15/2022
OQ051834.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3315/2021, complete genome",29804,complete,Nigeria,Nigeria,Homo sapiens,8/30/2021,12/15/2022
OQ051858.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3258/2021, complete genome",29804,complete,Nigeria,Nigeria,Homo sapiens,8/25/2021,12/15/2022
OQ051911.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3301/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,8/30/2021,12/15/2022
OQ051931.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3119/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/3/2021,12/15/2022
OQ051935.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3441/2021, complete genome",29794,complete,Nigeria,Nigeria,Homo sapiens,9/6/2021,12/15/2022
OQ051962.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3482/2021, complete genome",29806,complete,Nigeria,Nigeria,Homo sapiens,10/6/2021,12/15/2022
OQ051987.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3292/2021, complete genome",29804,complete,Nigeria,Nigeria,Homo sapiens,8/30/2021,12/15/2022
OQ052024.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3327/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/1/2021,12/15/2022
OQ052034.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3416/2021, complete genome",29804,complete,Nigeria,Nigeria,Homo sapiens,9/17/2021,12/15/2022
OQ052044.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3417/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/14/2021,12/15/2022
OQ052052.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3429/2021, complete genome",29803,complete,Nigeria,Nigeria,Homo sapiens,9/6/2021,12/15/2022
OQ052058.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3421/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/9/2021,12/15/2022
OQ052063.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3455/2021, complete genome",29799,complete,Nigeria,Nigeria,Homo sapiens,9/27/2021,12/15/2022
OQ052122.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3427/2021, complete genome",29805,complete,Nigeria,Nigeria,Homo sapiens,9/24/2021,12/15/2022
OQ052127.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3221/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,8/18/2021,12/15/2022
OQ052514.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4995/2021, complete genome",29786,complete,Nigeria,Nigeria,Homo sapiens,12/22/2021,12/15/2022
OQ052519.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4783/2021, complete genome",29808,complete,Nigeria,Nigeria,Homo sapiens,10/21/2021,12/15/2022
OQ052530.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4963/2021, complete genome",29788,complete,Nigeria,Nigeria,Homo sapiens,12/20/2021,12/15/2022
OQ052593.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV5041/2021, complete genome",29790,complete,Nigeria,Nigeria,Homo sapiens,2021-12,12/15/2022
OQ052663.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV5057/2021, complete genome",29786,complete,Nigeria,Nigeria,Homo sapiens,12/12/2021,12/15/2022
OQ052719.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4891/2021, complete genome",29790,complete,Nigeria,Nigeria,Homo sapiens,12/16/2021,12/15/2022
OQ052842.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4962/2021, complete genome",29786,complete,Nigeria,Nigeria,Homo sapiens,12/20/2021,12/15/2022
OQ052935.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV6252/2021, complete genome",29769,complete,Nigeria,Nigeria,Homo sapiens,9/8/2021,12/15/2022
OP963518.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11153/2022, complete genome",29762,complete,Kenya,Kenya,Homo sapiens,11/20/2022,12/7/2022
OP963534.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C120389/2022, complete genome",29672,complete,Kenya,Kenya,Homo sapiens,11/21/2022,12/7/2022
OP883700.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS10688/2021, complete genome",29787,complete,Kenya,Kenya,Homo sapiens,12/19/2021,11/23/2022
OP862966.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-1430/2020, complete genome",29776,complete,South Africa: Northern Cape,South Africa,Homo sapiens,8/11/2020,11/21/2022
OP809744.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_H041/2022, complete genome",29709,complete,Djibouti,Djibouti,Homo sapiens,7/24/2022,11/11/2022
OP809763.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_H176/2022, complete genome",29709,complete,Djibouti,Djibouti,Homo sapiens,7/18/2022,11/11/2022
OP711917.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/KEM-21-9-105116/2021, complete genome",29701,complete,Kenya,Kenya,Homo sapiens,9/29/2021,10/24/2022
OP581730.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GMB/9716/2021, complete genome",29782,complete,Gambia,Gambia,Homo sapiens,2/4/2021,10/4/2022
OP508811.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_E917/2022, complete genome",29724,complete,Djibouti,Djibouti,Homo sapiens,5/8/2022,9/23/2022
OP508850.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_F651/2022, complete genome",29709,complete,Djibouti,Djibouti,Homo sapiens,6/18/2022,9/23/2022
OP183438.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/OMICRON-23/2022, complete genome",29876,complete,Egypt,Egypt,Homo sapiens,7/2/2022,8/9/2022
OP090658.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/Ancestral virus, B1 Lineage/2020, complete genome",29805,complete,South Africa,South Africa,Homo sapiens,7/1/2020,7/28/2022
OP093373.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/Omicron BA.5/2022, complete genome",29770,complete,South Africa,South Africa,Homo sapiens,4/20/2022,7/28/2022
OP053534.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-C214/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,6/10/2021,7/25/2022
ON703254.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-KIR210109S/2021, complete genome",29769,complete,Uganda,Uganda,Homo sapiens,5/18/2021,6/7/2022
ON703267.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-MUL210273/2021, complete genome",29769,complete,Uganda,Uganda,Homo sapiens,5/31/2021,6/7/2022
ON647621.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-I928/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,9/14/2021,6/1/2022
ON602965.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS7932/2021, complete genome",29747,complete,Kenya,Kenya,Homo sapiens,12/31/2021,5/25/2022
ON603282.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS8368/2022, complete genome",29709,complete,Kenya,Kenya,Homo sapiens,5/9/2022,5/25/2022
ON603288.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS8376/2022, complete genome",29724,complete,Kenya,Kenya,Homo sapiens,5/11/2022,5/25/2022
ON099644.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_C116/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/27/2022,3/29/2022
ON099875.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000911/2022, complete genome",29699,complete,Malawi,Malawi,Homo sapiens,1/11/2022,3/29/2022
ON099906.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW001198/2021, complete genome",29720,complete,Malawi,Malawi,Homo sapiens,2/2/2021,3/29/2022
ON099961.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00985/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/20/2021,3/29/2022
ON099992.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00966/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/19/2021,3/29/2022
ON078448.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-AZ76/2021, complete genome",29707,complete,South Africa: Western Cape,South Africa,Homo sapiens,7/7/2021,3/28/2022
OM811352.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-KIR200162S/2020, complete genome",29878,complete,Uganda,Uganda,Homo sapiens,11/25/2020,2/24/2022
OM811354.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-JIN210062S/2021, complete genome",29878,complete,Uganda,Uganda,Homo sapiens,1/27/2021,2/24/2022
OM811378.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-KIR200049S/2020, complete genome",29878,complete,Uganda,Uganda,Homo sapiens,8/28/2020,2/24/2022
OM765549.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C140/2021, complete genome",29848,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/22/2022
OM765567.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C163/2021, complete genome",29846,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/22/2022
OM765585.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C183/2021, complete genome",29823,complete,South Africa,South Africa,Homo sapiens,6/18/2021,2/22/2022
OM773329.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-LA-Z664/2021, complete genome",29855,complete,South Africa,South Africa,Homo sapiens,9/6/2021,2/22/2022
OM773350.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-LA-Z685/2021, complete genome",29865,complete,South Africa,South Africa,Homo sapiens,9/20/2021,2/22/2022
OM739025.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1849/2020, complete genome",29857,complete,South Africa,South Africa,Homo sapiens,9/7/2020,2/18/2022
OM739110.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3442/2020, complete genome",29861,complete,South Africa,South Africa,Homo sapiens,7/9/2020,2/18/2022
OM739492.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-8971/2020, complete genome",29831,complete,South Africa,South Africa,Homo sapiens,12/28/2020,2/18/2022
OM725108.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-M126/2021, complete genome",29738,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/17/2022
OM725326.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0030/2020, complete genome",29829,complete,South Africa,South Africa,Homo sapiens,8/19/2020,2/17/2022
OM725375.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0610/2020, complete genome",29833,complete,South Africa,South Africa,Homo sapiens,10/20/2020,2/17/2022
OM725461.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0997/2020, complete genome",29834,complete,South Africa,South Africa,Homo sapiens,10/29/2020,2/17/2022
OM732394.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_CI_032_2022/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/2/2022,2/17/2022
OM720844.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5790/2020, complete genome",29824,complete,South Africa,South Africa,Homo sapiens,5/19/2020,2/16/2022
OM721042.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-6626/2021, complete genome",29806,complete,South Africa,South Africa,Homo sapiens,5/13/2021,2/16/2022
OM635029.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A112/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/4/2022,2/9/2022
OM635161.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_H828/2021, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,12/25/2021,2/9/2022
OL913221.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/K97267/2020, complete genome",29782,complete,Kenya,Kenya,Homo sapiens,11/11/2020,12/20/2021
OL601595.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-18308/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/7/2021,11/22/2021
OL601653.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-20906/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/19/2021,11/22/2021
OL601663.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-21402/2021, complete genome",29781,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/25/2021,11/22/2021
OL601685.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-21999/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/26/2021,11/22/2021
